derekogold_filters01_s0_20_filters01_s0_lsi_20 72.009 0.5791 63.6569 0.4474 75.8662 0.627 64.1577 0.4373
derekogold_filters01_s0_30_filters01_s0_lsi_30 77.991 0.6731 62.5282 0.4296 82.5568 0.7344 65.4719 0.4588
derekogold_filters01_s0_40_filters01_s0_lsi_40 82.8442 0.7477 62.754 0.4271 87.5747 0.8128 64.994 0.4452
derekogold_filters01_s0_50_filters01_s0_lsi_50 85.2144 0.7838 60.6095 0.3881 90.681 0.8608 64.7551 0.4348
derekogold_filters01_s0_60_filters01_s0_lsi_60 87.5847 0.8197 59.4808 0.3662 92.5926 0.89 62.6045 0.3946
derekogold_filters01_s0_70_filters01_s0_lsi_70 89.2777 0.8452 58.465 0.3477 94.0263 0.9118 61.7682 0.3785
derekogold_filters01_s0_80_filters01_s0_lsi_80 90.5192 0.8638 57.9007 0.3381 95.3405 0.9315 61.4098 0.3719
derekogold_filters01_s0_90_filters01_s0_lsi_90 91.7607 0.8823 56.6591 0.3149 96.1768 0.944 60.2151 0.3494
derekogold_filters01_s2_20_filters01_s2_lsi_20 73.2506 0.5995 63.4312 0.4448 77.8973 0.6607 66.7861 0.4816
derekogold_filters01_s2_30_filters01_s2_lsi_30 77.8781 0.6718 63.7698 0.4513 82.6762 0.7365 66.5472 0.4786
derekogold_filters01_s2_40_filters01_s2_lsi_40 82.6185 0.7444 63.0926 0.4374 87.0968 0.8052 66.9056 0.4796
derekogold_filters01_s2_50_filters01_s2_lsi_50 85.7788 0.7927 60.9481 0.3962 90.5615 0.8591 65.9498 0.4579
derekogold_filters01_s2_60_filters01_s2_lsi_60 87.5847 0.8202 60.0451 0.3767 92.4731 0.8884 63.4409 0.4102
derekogold_filters01_s2_70_filters01_s2_lsi_70 89.5034 0.8488 58.8036 0.3535 94.1458 0.9136 62.6045 0.3926
derekogold_filters01_s2_80_filters01_s2_lsi_80 90.2935 0.8603 58.465 0.3473 94.8626 0.9243 62.0072 0.3811
